"Word","IPA","POS","Category","Definition","Examples","Notes","Synonyms","Antonyms","SynonymDistinction"
"carapace","/ˈkærəpeɪs/","n.","动植物","义1. （龟/蟹）背甲","义1:
  • The turtle’s carapace.
  • The crab shed its carapace.
  • The carapace hardened.","硬壳背甲。","shell","","carapace 专指背甲；shell 通用壳。"
"plumage","/ˈpluːmɪdʒ/","n.","动植物","义1. （鸟）羽毛","义1:
  • The peacock’s plumage.
  • Bright plumage attracts mates.
  • The plumage molted.","鸟类全身羽衣。","feathers","","plumage 集合‘羽衣’；feathers 单根羽。"
"piscine","/ˈpɪsaɪn/","adj.","动植物","义1. 鱼的；似鱼的","义1:
  • A piscine shape.
  • Piscine odour from the tank.
  • The piscine diet.","与 fish 相关。","","",""
"arboreal","/ɑːˈbɔːriəl/","adj.","动植物","义1. 树栖的","义1:
  • Monkeys are arboreal.
  • Arboreal life needs grip.
  • The arboreal sloth.","生活在树上。","","terrestrial",""
"nocturnal","/nɒkˈtɜːnl/","adj.","动植物","义1. 夜行的；夜间的","义1:
  • Owls are nocturnal.
  • A nocturnal bloom opens at night.
  • The nocturnal hunt.","反义 diurnal（昼行）。","","diurnal",""
"crepuscular","/krɪˈpʌskjələ/","adj.","动植物","义1. 晨昏活动的","义1:
  • Deer are crepuscular.
  • Crepuscular insects swarm at dusk.
  • A crepuscular routine.","黎明/黄昏活跃。","","",""
"altricial","/ælˈtrɪʃl/","adj.","动植物","义1. （雏鸟）晚成的","义1:
  • Altricial chicks are blind.
  • Robins are altricial.
  • Altricial young need care.","出生无助需哺育；反义 precocial（早成）。","","precocial",""
"biomass","/ˈbaɪəʊmæs/","n.","动植物","义1. 生物量","义1:
  • The forest stores biomass.
  • Biomass feeds the food web.
  • Measure the biomass.","生态‘生物总质量’。","","",""
"mycelium","/maɪˈsiːliəm/","n.","动植物","义1. 菌丝体","义1:
  • Mycelium threads the soil.
  • The mycelium feeds the fungus.
  • Mycelium binds substrate.","真菌的营养体网络。","","",""
"rhizome","/ˈraɪzəʊm/","n.","动植物","义1. 根状茎","义1:
  • Ginger is a rhizome.
  • The rhizome spreads underground.
  • Cut the rhizome to divide.","横走地下茎（如竹/姜）。","","",""
"tuber","/ˈtjuːbə/","n.","动植物","义1. 块茎","义1:
  • Potato is a tuber.
  • The tuber stores starch.
  • Plant the tuber.","膨大地下茎（土豆/芋）。","","",""
"dicot","/ˈdaɪkɒt/","n.","动植物","义1. 双子叶植物","义1:
  • Oaks are dicots.
  • The dicot has net veins.
  • Dicots form a clade.","两片子叶；反义 monocot（单子叶）。","","monocot",""
"gametophyte","/ɡəˈmiːtəfaɪt/","n.","动植物","义1. 配子体","义1:
  • Moss gametophytes are green.
  • The gametophyte bears gametes.
  • Gametophytes alternate with sporophytes.","植物世代交替中产生配子的一代。","","",""
"allelopathy","/ˌælɪˈlɒpəθi/","n.","动植物","义1. 化感作用（植物互抑）","义1:
  • Allelopathy stops weeds.
  • Walnut shows allelopathy.
  • Allelopathy shapes the field.","植物释化感物质抑制邻株。","","",""
"nectariferous","/ˌnektəˈrɪfərəs/","adj.","动植物","义1. 产蜜的","义1:
  • A nectariferous flower.
  • Nectariferous glands attract.
  • The nectariferous spur.","分泌花蜜。","","",""
"zoophyte","/ˈzəʊəfaɪt/","n.","动植物","义1. （旧称）植形动物","义1:
  • Corals were called zoophytes.
  • The old term zoophyte misled.
  • Zoophytes blur the line.","旧时指似植物的动物（珊瑚）。","","",""
"mise en scène","/ˌmiːz ɒ̃ ˈsen/","n.","艺术音乐","义1. 场面调度（舞台/镜头布置）","义1:
  • The film’s mise en scène.
  • Mise en scène sets the mood.
  • Study the mise en scène.","法文，画面内一切元素安排。","","",""
"sfumato","/sfuˈmɑːtəʊ/","n.","艺术音乐","义1. 晕涂法（柔和轮廓）","义1:
  • Da Vinci used sfumato.
  • Sfumato softens edges.
  • The sfumato is subtle.","达芬奇式烟雾渐变。","","",""
"grisaille","/ɡrɪˈzaɪ/","n.","艺术音乐","义1. 灰调单色画","义1:
  • A grisaille of stone.
  • Grisaille imitates sculpture.
  • The grisaille panel.","灰阶单色绘画。","","",""
"fresco","/ˈfreskəʊ/","n.","艺术音乐","义1. 湿壁画","义1:
  • Michelangelo painted the fresco.
  • The fresco covers the wall.
  • A fresco decays slowly.","灰泥未干时作画。","","",""
"contrapposto","/ˌkɒntrəˈpɒstəʊ/","n.","艺术音乐","义1. 对立式平衡（重心偏移站姿）","义1:
  • David stands in contrapposto.
  • Contrapposto adds life.
  • The statue’s contrapposto.","古典雕塑放松站姿。","","",""
"polyphony","/pəˈlɪfəni/","n.","艺术音乐","义1. 复调（多声独立）","义1:
  • Bach mastered polyphony.
  • Polyphony weaves lines.
  • The motet is polyphony.","多旋律并行；反义 monophony。","","monophony",""
"ostinato","/ˌɒstɪˈnɑːtəʊ/","n.","艺术音乐","义1. 固定音型（反复）","义1:
  • A bass ostinato drives it.
  • The ostinato repeats.
  • Ostinato underpins the theme.","反复乐句（如《波莱罗》）。","riff","","ostinato 古典‘固定音型’；riff 流行/爵士短句。"
"cadenza","/kəˈdenzə/","n.","艺术音乐","义1. 华彩段","义1:
  • The soloist played a cadenza.
  • The cadenza shows skill.
  • A virtuoso cadenza.","协奏曲中独奏炫技段。","","",""
"scherzo","/ˈskeətsəʊ/","n.","艺术音乐","义1. 诙谐曲","义1:
  • A scherzo lightens the symphony.
  • Beethoven wrote the scherzo.
  • The scherzo is quick.","快活三段体乐章。","","",""
"diatonic","/ˌdaɪəˈtɒnɪk/","adj.","艺术音乐","义1. 自然音阶的","义1:
  • A diatonic scale.
  • The tune is diatonic.
  • Diatonic harmony.","七声自然音；反义 chromatic（半音）。","","chromatic",""
"fortissimo","/fɔːˈtɪsɪməʊ/","adv.","艺术音乐","义1. 很强（ff）","义1:
  • Play fortissimo here.
  • The fortissimo crashed.
  • Fortissimo marks force.","力度记号；反义 pianissimo。","very loud","pianissimo",""
"andante","/ænˈdɑːnteɪ/","adv.","艺术音乐","义1. 行板（稍慢）","义1:
  • Mark it andante.
  • The andante soothes.
  • Andante, please.","速度术语‘行走般’。","moderately slow","",""
"obbligato","/ˌɒblɪˈɡɑːtəʊ/","adj./n.","艺术音乐","义1. 助奏（不可或缺）","义1:
  • A violin obbligato.
  • The obbligato binds the song.
  • Sing with obbligato.","不可或缺的伴奏声部。","","",""
"tonality","/təʊˈnæləti/","n.","艺术音乐","义1. 调性","义1:
  • The tonality shifts.
  • Modal tonality here.
  • Tonality centres on C.","主音/调式中心。","","",""
"gestural","/ˈdʒestʃərəl/","adj.","艺术音乐","义1. （绘画）表现性的；姿态的","义1:
  • A gestural stroke.
  • Gestural abstraction.
  • The gestural line.","强调笔触动作（如抽象表现主义）。","","",""
"triptych","/ˈtrɪptɪk/","n.","艺术音乐","义1. 三联画","义1:
  • A religious triptych.
  • The triptych opens.
  • A modern triptych.","三幅相连画作，中幅常最大。","","",""
"silhouette","/ˌsɪluˈet/","n.","艺术音乐","义1. 剪影；轮廓","义1:
  • A silhouette against the sun.
  • The silhouette is stark.
  • Cut a paper silhouette.","深色侧影轮廓。","outline、profile","",""
"gite","/ʒiːt/","n.","旅游","义1. （法）乡村度假屋","义1:
  • They rented a gite.
  • The gite sleeps six.
  • A rural gite in Provence.","法国乡村自炊式民宿。","cottage、lodging","",""
"flâneur","/flɑːˈnɜː/","n.","旅游","义1. （巴黎）闲逛者","义1:
  • A flâneur of the boulevards.
  • The flâneur observes the city.
  • Be a flâneur in Paris.","法文‘闲庭信步的都市观察者’。","stroller、observer","",""
"riad","/riˈɑːd/","n.","旅游","义1. （摩洛哥）传统庭院宅","义1:
  • A riad in the medina.
  • They stayed in a riad.
  • The riad has a courtyard.","北非 inward 庭院民宿。","courtyard house","",""
"piazza","/piˈætsə/","n.","旅游","义1. （意）广场","义1:
  • The piazza filled with people.
  • Coffee on the piazza.
  • The piazza is grand.","意大利城市广场。","square、plaza","",""
"ryokan","/riˈəʊkən/","n.","旅游","义1. （日）传统旅馆","义1:
  • A ryokan by the sea.
  • They slept on tatami.
  • The ryokan served kaiseki.","日式榻榻米旅馆。","inn","",""
"dacha","/ˈdætʃə/","n.","旅游","义1. （俄）别墅/乡间小屋","义1:
  • A dacha outside Moscow.
  • They summer at the dacha.
  • The dacha in the woods.","俄式度假别墅。","cottage","",""
"caravanserai","/ˌkærəˈvansəraɪ/","n.","旅游","义1. （古）商队驿站","义1:
  • A caravanserai on the Silk Road.
  • Traders rested at the caravanserai.
  • The caravanserai is ruined.","古代中亚商旅客栈。","inn、waystation","",""
"promontory","/ˈprɒməntri/","n.","旅游","义1. 海角；岬","义1:
  • A promontory juts to sea.
  • The lighthouse crowns the promontory.
  • They climbed the promontory.","伸入海的高地。","headland、cape","",""
"midden","/ˈmɪdn/","n.","旅游","义1. （考古）垃圾堆／贝冢","义1:
  • A shell midden by the shore.
  • The midden reveals diet.
  • Excavate the midden.","史前垃圾/贝壳堆积。","","",""
"baedeker","/ˈbeɪdɪkə/","n.","旅游","义1. （德）旅游指南","义1:
  • A Baedeker in hand.
  • The Baedeker listed sights.
  • Travel by Baedeker.","老牌德文旅游手册，引申‘权威指南’。","guidebook","",""
"jetty","/ˈdʒeti/","n.","旅游","义1. 突堤；栈桥","义1:
  • The jetty reaches the water.
  • Fish off the jetty.
  • The jetty creaked.","伸入水的小码头。","pier、wharf","","jetty 小突堤；pier 大码头/栈桥。"
"Pericles","/ˈperɪkliːz/","n.","历史人物","义1. 伯里克利（雅典政治家）","义1:
  • Pericles led Athens’ golden age.
  • The Pericles funeral oration.
  • Pericles built the Parthenon.","公元前5世纪雅典民主代表。","","",""
"Hannibal","/ˈhænɪbl/","n.","历史人物","义1. 汉尼拔（迦太基将领）","义1:
  • Hannibal crossed the Alps.
  • Hannibal fought Rome.
  • Hannibal’s elephants.","二次布匿战争名将。","","",""
"Constantine","/ˈkɒnstəntaɪn/","n.","历史人物","义1. 君士坦丁大帝","义1:
  • Constantine founded Constantinople.
  • Constantine legalised Christianity.
  • The Edict of Constantine.","罗马首位基督教皇帝。","","",""
"Ibn Khaldun","/ˌɪbən kælˈduːn/","n.","历史人物","义1. 伊本·赫勒敦（阿拉伯史家）","义1:
  • Ibn Khaldun wrote the Muqaddimah.
  • Ibn Khaldun analysed cycles.
  • The sociology of Ibn Khaldun.","14世纪伊斯兰史学/社会学先驱。","","",""
"Akbar","/ˈækbɑː/","n.","历史人物","义1. 阿克巴（莫卧儿皇帝）","义1:
  • Akbar expanded the empire.
  • Akbar promoted tolerance.
  • The Akbar court.","16世纪印度莫卧儿盛世君主。","","",""
"Mustafa Kemal Atatürk","/mʊsˈtɑːfə kəˈmɑːl ˈætətɜːk/","n.","历史人物","义1. 凯末尔（土耳其国父）","义1:
  • Atatürk modernised Turkey.
  • Atatürk founded the republic.
  • The reforms of Atatürk.","20世纪世俗化改革者。","","",""
"Ho Chi Minh","/həʊ tʃiː mɪn/","n.","历史人物","义1. 胡志明","义1:
  • Ho Chi Minh led Vietnam.
  • Ho Chi Minh declared independence.
  • The path of Ho Chi Minh.","越南独立领袖。","","",""
"Hypatia","/haɪˈpeɪʃə/","n.","历史人物","义1. 希帕提娅（女数学家）","义1:
  • Hypatia taught in Alexandria.
  • Hypatia was a Neoplatonist.
  • The murder of Hypatia.","公元4–5世纪亚历山大女哲学家。","","",""
"Ada Lovelace","/ˈeɪdə ˈlʌvleɪs/","n.","历史人物","义1. 爱达·洛芙莱斯（首位程序员）","义1:
  • Ada Lovelace wrote the first algorithm.
  • Lovelace foresaw computing.
  • The note of Ada Lovelace.","19世纪分析机算法先驱。","","",""
"Frida Kahlo","/ˈfriːdə ˈkɑːləʊ/","n.","历史人物","义1. 弗里达·卡洛（画家）","义1:
  • Frida Kahlo painted self-portraits.
  • Kahlo blended myth and pain.
  • The work of Frida Kahlo.","20世纪墨西哥女画家。","","",""
"Galileo Galilei","/ˌɡælɪˈleɪəʊ ɡælɪˈleɪ/","n.","历史人物","义1. 伽利略","义1:
  • Galileo defended heliocentrism.
  • Galileo faced the Inquisition.
  • The telescope of Galileo.","近代天文学/物理奠基人。","","",""
"algorithm","/ˈælɡərɪðəm/","n.","科技工程","义1. 算法","义1:
  • The search algorithm ranks pages.
  • We tuned the sorting algorithm.
  • An algorithm learns from data.","步骤化求解规则；AI 核心。","","",""
"latency","/ˈleɪtənsi/","n.","科技工程","义1. 延迟；时延","义1:
  • The network has low latency.
  • Latency hurts real-time apps.
  • Reduce latency in the pipeline.","响应延迟，游戏/通信关键指标。","delay","",""
"throughput","/ˈθruːpʊt/","n.","科技工程","义1. 吞吐量","义1:
  • The server’s throughput doubled.
  • Throughput limits the system.
  • Measure throughput per second.","单位时间处理量。","","",""
"scalability","/ˌskeɪləˈbɪləti/","n.","科技工程","义1. 可扩展性","义1:
  • The design lacks scalability.
  • Cloud gives scalability.
  • Test the scalability.","随负载增长的能力。","","",""
"heuristics","/hjʊˈrɪstɪks/","n.","科技工程","义1. 启发式（经验法则）","义1:
  • Use heuristics to prune search.
  • Heuristics trade optimality for speed.
  • A heuristic guides the solver.","近似策略，非保证最优。","rules of thumb","","heuristics 经验近似；algorithm 精确步骤。"
